speaker,date,text,year,decade,century,preprocessed_text,vader_compound,vader_positive,vader_negative,vader_neutral,bert_compound,bert_positive,bert_negative,topic
Winston Churchill,1940-06-04,"We shall fight on the beaches, we shall fight on the landing grounds, we shall never surrender. (reiterated)",1940,1940,20,shall fight beach shall fight landing ground shall never surrender reiterated,-0.1531,0.149,0.176,0.676,-0.8691948652267456,0.0654025673866272,0.9345974326133728,3
Winston Churchill,1940-06-04,"We shall fight on the beaches, we shall fight on the landing grounds, we shall never surrender. (reiterated)",1940,1940,20,shall fight beach shall fight landing ground shall never surrender reiterated,0.0,0.0,0.0,1.0,0.9989705085754395,0.9994852542877197,0.0005147457122802734,3
Winston Churchill,1940-06-04,"We shall fight on the beaches, we shall fight on the landing grounds, we shall never surrender. (reiterated)",1940,1940,20,shall fight beach shall fight landing ground shall never surrender reiterated,0.0,0.0,0.0,1.0,0.7487373352050781,0.8743686676025391,0.12563133239746094,3
Winston Churchill,1940-06-04,"We shall fight on the beaches, we shall fight on the landing grounds, we shall never surrender. (reiterated)",1940,1940,20,shall fight beach shall fight landing ground shall never surrender reiterated,-0.1531,0.149,0.176,0.676,-0.8691948652267456,0.0654025673866272,0.9345974326133728,3
Winston Churchill,1940-06-04,"We shall fight on the beaches, we shall fight on the landing grounds, we shall never surrender. (reiterated)",1940,1940,20,shall fight beach shall fight landing ground shall never surrender reiterated,0.2732,0.208,0.0,0.792,0.36555027961730957,0.6827751398086548,0.3172248601913452,3
Winston Churchill,1940-06-04,"We shall fight on the beaches, we shall fight on the landing grounds, we shall never surrender.",1940,1940,20,shall fight beach shall fight landing ground shall never surrender,0.0,0.0,0.0,1.0,0.9952616691589355,0.9976308345794678,0.0023691654205322266,3
Mahatma Gandhi,1942-08-08,The mantra is 'Do or Die.' We shall either free India or die in the attempt. (reiterated),1942,1940,20,mantra die shall either free india die attempt reiterated,-0.1027,0.0,0.104,0.896,0.9762378931045532,0.9881189465522766,0.011881053447723389,2
Mahatma Gandhi,1942-08-08,The mantra is 'Do or Die.' We shall either free India or die in the attempt.,1942,1940,20,mantra die shall either free india die attempt,0.0,0.0,0.0,1.0,0.9952616691589355,0.9976308345794678,0.0023691654205322266,2
Mahatma Gandhi,1942-08-08,The mantra is 'Do or Die.' We shall either free India or die in the attempt. (reiterated),1942,1940,20,mantra die shall either free india die attempt reiterated,0.5719,0.252,0.0,0.748,0.9995101690292358,0.9997550845146179,0.0002449154853820801,2
Mahatma Gandhi,1942-08-08,The mantra is 'Do or Die.' We shall either free India or die in the attempt. (reiterated),1942,1940,20,mantra die shall either free india die attempt reiterated,0.0,0.0,0.0,1.0,0.9959797859191895,0.9979898929595947,0.0020101070404052734,2
Mahatma Gandhi,1942-08-08,The mantra is 'Do or Die.' We shall either free India or die in the attempt. (reiterated),1942,1940,20,mantra die shall either free india die attempt reiterated,0.0,0.0,0.0,1.0,0.998603343963623,0.9993016719818115,0.0006983280181884766,2
Mahatma Gandhi,1942-08-08,The mantra is 'Do or Die.' We shall either free India or die in the attempt. (reiterated),1942,1940,20,mantra die shall either free india die attempt reiterated,0.0,0.0,0.0,1.0,0.9865798950195312,0.9932899475097656,0.006710052490234375,2
Mahatma Gandhi,1942-08-08,The mantra is 'Do or Die.' We shall either free India or die in the attempt. (reiterated),1942,1940,20,mantra die shall either free india die attempt reiterated,0.0,0.0,0.0,1.0,0.997600793838501,0.9988003969192505,0.0011996030807495117,2
Mahatma Gandhi,1942-08-08,The mantra is 'Do or Die.' We shall either free India or die in the attempt. (reiterated),1942,1940,20,mantra die shall either free india die attempt reiterated,0.0,0.0,0.0,1.0,0.9927171468734741,0.9963585734367371,0.0036414265632629395,2
Mahatma Gandhi,1942-08-08,The mantra is 'Do or Die.' We shall either free India or die in the attempt. (reiterated),1942,1940,20,mantra die shall either free india die attempt reiterated,0.0,0.0,0.0,1.0,0.9927171468734741,0.9963585734367371,0.0036414265632629395,2
Mahatma Gandhi,1942-08-08,The mantra is 'Do or Die.' We shall either free India or die in the attempt. (reiterated),1942,1940,20,mantra die shall either free india die attempt reiterated,0.0,0.0,0.0,1.0,0.9927171468734741,0.9963585734367371,0.0036414265632629395,2
Mahatma Gandhi,1942-08-08,The mantra is 'Do or Die.' We shall either free India or die in the attempt. (reiterated),1942,1940,20,mantra die shall either free india die attempt reiterated,-0.1531,0.149,0.176,0.676,-0.8691948652267456,0.0654025673866272,0.9345974326133728,2
Mahatma Gandhi,1942-08-08,The mantra is 'Do or Die.' We shall either free India or die in the attempt. (reiterated),1942,1940,20,mantra die shall either free india die attempt reiterated,0.0,0.0,0.0,1.0,-0.9988619089126587,0.0005690455436706543,0.9994309544563293,2
Mahatma Gandhi,1942-08-08,The mantra is 'Do or Die.' We shall either free India or die in the attempt. (reiterated),1942,1940,20,mantra die shall either free india die attempt reiterated,-0.1531,0.149,0.176,0.676,-0.8691948652267456,0.0654025673866272,0.9345974326133728,2
Subhas Chandra Bose,1943-07-06,"Give me blood, and I shall give you freedom!",1943,1940,20,give blood shall give freedom,-0.6369,0.0,0.245,0.755,0.9971235990524292,0.9985617995262146,0.0014382004737854004,5
Albert Einstein,1945-07-22,The release of atomic power has changed everything except our way of thinking.,1945,1940,20,release atomic power changed everything except way thinking,-0.6369,0.0,0.245,0.755,0.9971235990524292,0.9985617995262146,0.0014382004737854004,5
Jawaharlal Nehru,1947-08-15,"Long years ago we made a tryst with destiny, and now the time comes when we shall redeem our pledge. (reiterated)",1947,1940,20,long year ago made tryst destiny time come shall redeem pledge reiterated,-0.1531,0.149,0.176,0.676,-0.8691948652267456,0.0654025673866272,0.9345974326133728,4
Jawaharlal Nehru,1947-08-15,"Long years ago we made a tryst with destiny, and now the time comes when we shall redeem our pledge. (reiterated)",1947,1940,20,long year ago made tryst destiny time come shall redeem pledge reiterated,0.0,0.237,0.237,0.526,0.12568247318267822,0.5628412365913391,0.4371587634086609,4
Jawaharlal Nehru,1947-08-15,"Long years ago we made a tryst with destiny, and now the time comes when we shall redeem our pledge. (reiterated)",1947,1940,20,long year ago made tryst destiny time come shall redeem pledge reiterated,-0.1531,0.149,0.176,0.676,-0.8691948652267456,0.0654025673866272,0.9345974326133728,4
Jawaharlal Nehru,1947-08-15,"Long years ago we made a tryst with destiny, and now the time comes when we shall redeem our pledge. (reiterated)",1947,1940,20,long year ago made tryst destiny time come shall redeem pledge reiterated,0.7003,0.254,0.0,0.746,0.8701090812683105,0.9350545406341553,0.06494545936584473,4
Jawaharlal Nehru,1947-08-15,"Long years ago we made a tryst with destiny, and now the time comes when we shall redeem our pledge. (reiterated)",1947,1940,20,long year ago made tryst destiny time come shall redeem pledge reiterated,0.6114,0.312,0.0,0.688,0.7688494920730591,0.8844247460365295,0.11557525396347046,4
Jawaharlal Nehru,1947-08-15,"Long years ago we made a tryst with destiny, and now the time comes when we shall redeem our pledge. (reiterated)",1947,1940,20,long year ago made tryst destiny time come shall redeem pledge reiterated,0.0,0.0,0.0,1.0,0.9927171468734741,0.9963585734367371,0.0036414265632629395,4
Jawaharlal Nehru,1947-08-15,"Long years ago we made a tryst with destiny, and now the time comes when we shall redeem our pledge. (reiterated)",1947,1940,20,long year ago made tryst destiny time come shall redeem pledge reiterated,0.5267,0.207,0.0,0.793,0.9984574317932129,0.9992287158966064,0.0007712841033935547,4
Jawaharlal Nehru,1947-08-15,"Long years ago we made a tryst with destiny, and now the time comes when we shall redeem our pledge. (reiterated)",1947,1940,20,long year ago made tryst destiny time come shall redeem pledge reiterated,0.0,0.0,0.0,1.0,0.9953378438949585,0.9976689219474792,0.002331078052520752,4
Jawaharlal Nehru,1947-08-15,"Long years ago we made a tryst with destiny, and now the time comes when we shall redeem our pledge. (reiterated)",1947,1940,20,long year ago made tryst destiny time come shall redeem pledge reiterated,0.0,0.0,0.0,1.0,0.9927171468734741,0.9963585734367371,0.0036414265632629395,4
Jawaharlal Nehru,1947-08-15,"Long years ago we made a tryst with destiny, and now the time comes when we shall redeem our pledge.",1947,1940,20,long year ago made tryst destiny time come shall redeem pledge,0.0,0.0,0.0,1.0,0.9952616691589355,0.9976308345794678,0.0023691654205322266,4
Jawaharlal Nehru,1947-08-15,"Long years ago we made a tryst with destiny, and now the time comes when we shall redeem our pledge. (reiterated)",1947,1940,20,long year ago made tryst destiny time come shall redeem pledge reiterated,-0.128,0.181,0.215,0.604,-0.8131095170974731,0.09344524145126343,0.9065547585487366,4
Jawaharlal Nehru,1947-08-15,"Long years ago we made a tryst with destiny, and now the time comes when we shall redeem our pledge. (reiterated)",1947,1940,20,long year ago made tryst destiny time come shall redeem pledge reiterated,0.0,0.0,0.0,1.0,0.9927171468734741,0.9963585734367371,0.0036414265632629395,4
Jawaharlal Nehru,1947-08-15,"Long years ago we made a tryst with destiny, and now the time comes when we shall redeem our pledge. (reiterated)",1947,1940,20,long year ago made tryst destiny time come shall redeem pledge reiterated,0.0,0.0,0.0,1.0,0.958929181098938,0.979464590549469,0.020535409450531006,4
Sardar Patel,1949-01-26,The unity of India should be our foremost objective.,1949,1940,20,unity india foremost objective,-0.6369,0.0,0.245,0.755,0.9971235990524292,0.9985617995262146,0.0014382004737854004,2
B.R. Ambedkar,1950-01-26,We are going to enter a life of contradictions.,1950,1950,20,going enter life contradiction,-0.6369,0.0,0.245,0.755,0.9971235990524292,0.9985617995262146,0.0014382004737854004,5
Rosa Parks,1955-12-01,I would like to be remembered as a person who wanted to be free... so other people would be also free.,1955,1950,20,would like remembered person wanted free people would also free,-0.6369,0.0,0.245,0.755,0.9971235990524292,0.9985617995262146,0.0014382004737854004,5
John F. Kennedy,1961-01-20,Ask not what your country can do for you—ask what you can do for your country.,1961,1960,20,ask country ask country,0.0,0.0,0.0,1.0,0.9952616691589355,0.9976308345794678,0.0023691654205322266,2
Fidel Castro,1961-12-02,Revolution is a struggle to the death between the future and the past.,1961,1960,20,revolution struggle death future past,-0.6369,0.0,0.257,0.743,0.9983779191970825,0.9991889595985413,0.0008110404014587402,5
Martin Luther King Jr.,1963-08-28,I have a dream that one day this nation will rise up and live out the true meaning of its creed.,1963,1960,20,dream one day nation rise live true meaning creed,0.0,0.0,0.0,1.0,0.9952616691589355,0.9976308345794678,0.0023691654205322266,5
Malcolm X,1964-04-03,The future belongs to those who prepare for it today.,1964,1960,20,future belongs prepare today,-0.6369,0.0,0.245,0.755,0.9971235990524292,0.9985617995262146,0.0014382004737854004,5
Lee Kuan Yew,1965-08-09,"We are going to build a democratic society in Singapore, based on justice and equality.",1965,1960,20,going build democratic society singapore based justice equality,0.0,0.0,0.0,1.0,0.9920941591262817,0.9960470795631409,0.003952920436859131,2
Lal Bahadur Shastri,1965-10-02,Jai Jawan Jai Kisan.,1965,1960,20,jai jawan jai kisan,-0.6369,0.0,0.245,0.755,0.9971235990524292,0.9985617995262146,0.0014382004737854004,2
Ernesto Che Guevara,1965-12-11,The revolution is not an apple that falls when it is ripe. You have to make it fall.,1965,1960,20,revolution apple fall ripe make fall,-0.6369,0.0,0.245,0.755,0.9971235990524292,0.9985617995262146,0.0014382004737854004,5
Indira Gandhi,1971-12-03,India stands by Bangladesh in their fight for liberation.,1971,1970,20,india stand bangladesh fight liberation,0.4215,0.203,0.0,0.797,0.9993009567260742,0.9996504783630371,0.0003495216369628906,2
Zulfikar Ali Bhutto,1971-12-04,We will wage a thousand-year war.,1971,1970,20,wage thousand year war,-0.1531,0.156,0.184,0.66,-0.9478199481964111,0.026090025901794434,0.9739099740982056,5
Margaret Thatcher,1979-05-04,"Where there is discord, may we bring harmony.",1979,1970,20,discord may bring harmony,0.0,0.0,0.0,1.0,0.9920941591262817,0.9960470795631409,0.003952920436859131,4
Rajiv Gandhi,1985-01-28,"India is an old country, but a young nation.",1985,1980,20,india old country young nation,-0.6369,0.0,0.245,0.755,0.9971235990524292,0.9985617995262146,0.0014382004737854004,2
Ronald Reagan,1987-06-12,"Mr. Gorbachev, tear down this wall!",1987,1980,20,mr gorbachev tear wall,0.0,0.0,0.0,1.0,0.9920941591262817,0.9960470795631409,0.003952920436859131,-1
Benazir Bhutto,1988-12-02,Democracy is the best revenge.,1988,1980,20,democracy best revenge,-0.1531,0.149,0.176,0.676,-0.8691948652267456,0.0654025673866272,0.9345974326133728,2
Nelson Mandela,1994-05-10,"Never, never and never again shall it be that this beautiful land will again experience the oppression of one by another.",1994,1990,20,never never never shall beautiful land experience oppression one another,0.0,0.0,0.0,1.0,0.9948794841766357,0.9974397420883179,0.002560257911682129,5
Atal Bihari Vajpayee,1998-05-12,India is now a nuclear power — not to threaten others but to protect itself.,1998,1990,20,india nuclear power threaten others protect,0.0772,0.209,0.194,0.597,0.9990360736846924,0.9995180368423462,0.0004819631576538086,2
George W. Bush,2001-09-14,"I can hear you, the rest of the world hears you, and the people who knocked these buildings down will hear all of us soon.",2001,2000,21,hear rest world hears people knocked building hear u soon,0.0,0.0,0.0,1.0,0.9920941591262817,0.9960470795631409,0.003952920436859131,-1
A.P.J. Abdul Kalam,2003-05-26,"Dream, dream, dream. Dreams transform into thoughts and thoughts result in action.",2003,2000,21,dream dream dream dream transform thought thought result action,0.0,0.0,0.0,1.0,0.9920941591262817,0.9960470795631409,0.003952920436859131,5
Narayan Murthy,2005-01-12,"Entrepreneurship is all about passion, perseverance, and patience.",2005,2000,21,entrepreneurship passion perseverance patience,0.0,0.0,0.0,1.0,0.9920941591262817,0.9960470795631409,0.003952920436859131,5
Manmohan Singh,2005-07-18,This strategic partnership will be a milestone in Indo-US relations.,2005,2000,21,strategic partnership milestone indo u relation,-0.7506,0.0,0.444,0.556,-0.9559320211410522,0.022033989429473877,0.9779660105705261,2
Barack Obama,2008-11-04,Change has come to America.,2008,2000,21,change come america,0.0,0.0,0.0,1.0,0.9952616691589355,0.9976308345794678,0.0023691654205322266,1
Malala Yousafzai,2013-07-12,"One child, one teacher, one book and one pen can change the world.",2013,2010,21,one child one teacher one book one pen change world,-0.6369,0.0,0.245,0.755,0.9971235990524292,0.9985617995262146,0.0014382004737854004,1
Vladimir Putin,2014-03-18,Crimea has always been an inseparable part of Russia.,2014,2010,21,crimea always inseparable part russia,0.0,0.0,0.0,1.0,0.9920941591262817,0.9960470795631409,0.003952920436859131,2
Narendra Modi,2014-05-26,This victory is the victory of the people.,2014,2010,21,victory victory people,0.0,0.0,0.0,1.0,0.9952616691589355,0.9976308345794678,0.0023691654205322266,5
Angela Merkel,2015-09-07,We can manage this. We can do it.,2015,2010,21,manage,0.0,0.0,0.0,1.0,0.9952616691589355,0.9976308345794678,0.0023691654205322266,4
Justin Trudeau,2015-10-19,Canada is back.,2015,2010,21,canada back,0.0,0.0,0.0,1.0,0.9920941591262817,0.9960470795631409,0.003952920436859131,1
Theresa May,2016-07-13,"Brexit means Brexit, and we are going to make a success of it.",2016,2010,21,brexit mean brexit going make success,0.0,0.0,0.0,1.0,0.9920941591262817,0.9960470795631409,0.003952920436859131,5
Donald Trump,2017-01-20,"From this day forward, it's going to be only America first.",2017,2010,21,day forward going america first,0.0,0.0,0.0,1.0,0.9952616691589355,0.9976308345794678,0.0023691654205322266,5
Emmanuel Macron,2017-05-07,The world is watching us. Europe and the world are waiting for us to defend the spirit of Enlightenment.,2017,2010,21,world watching u europe world waiting u defend spirit enlightenment,0.0,0.0,0.0,1.0,0.9920941591262817,0.9960470795631409,0.003952920436859131,5
Imran Khan,2018-08-18,Pakistan will rise when justice prevails.,2018,2010,21,pakistan rise justice prevails,0.0,0.0,0.0,1.0,0.9952616691589355,0.9976308345794678,0.0023691654205322266,2
Greta Thunberg,2019-09-23,How dare you? You have stolen my dreams and my childhood.,2019,2010,21,dare stolen dream childhood,-0.6369,0.0,0.245,0.755,0.9971235990524292,0.9985617995262146,0.0014382004737854004,5
Jacinda Ardern,2020-03-23,"We are going to go hard, and we are going to go early.",2020,2020,21,going go hard going go early,0.0,0.0,0.0,1.0,0.9920941591262817,0.9960470795631409,0.003952920436859131,5
Joe Biden,2021-01-20,We must end this uncivil war that pits red against blue.,2021,2020,21,must end uncivil war pit red blue,0.0,0.0,0.0,1.0,0.9952616691589355,0.9976308345794678,0.0023691654205322266,3
Volodymyr Zelenskyy,2022-02-24,"We will fight for our land, we will fight for our freedom.",2022,2020,21,fight land fight freedom,0.0,0.0,0.0,1.0,0.9920941591262817,0.9960470795631409,0.003952920436859131,5
Xi Jinping,2022-10-16,We must remain committed to socialism with Chinese characteristics.,2022,2020,21,must remain committed socialism chinese characteristic,0.0,0.0,0.0,1.0,0.9920941591262817,0.9960470795631409,0.003952920436859131,2
